SquareFootage,Bedrooms,Bathrooms,Price
1366,1,1,278040
2221,1,1,487976
1282,4,2,370936
1281,3,2,171814
939,1,2,286835
779,5,3,452887
1668,2,1,329395
1053,3,3,108882
1203,5,2,402398
1721,3,1,264478
786,4,3,177622
942,2,3,222615
2338,1,3,196708
2025,2,2,252054
2259,1,3,311505
1257,2,3,101931
2026,3,2,177735
1223,2,1,367561
2176,2,3,108920
1461,2,3,444333
1753,1,1,201475
2451,1,3,165346
1024,5,2,142734
1144,3,1,174789
1355,3,2,468011
602,5,2,274021
1440,5,2,231542
1938,3,3,292843
1310,4,3,143069
2315,2,3,435421
1757,4,1,222681
509,1,3,285660
1401,2,1,434100
2042,3,2,401400
1617,2,1,474712
1136,1,2,290357
747,3,2,254731
750,1,3,244030
1593,2,3,458301
606,3,3,236422
730,5,2,164389
2041,5,3,418693
1289,1,3,154246
1169,5,3,124460
1861,3,1,316916
1250,5,3,157361
2273,4,1,144769
793,4,1,446135
1587,2,2,136974
504,2,2,307465
2228,2,1,158071
1828,5,1,186262
1595,1,3,186038
1413,2,3,353856
773,5,2,188227
2211,3,3,374705
924,2,1,310090
1347,2,1,464614
1662,4,3,447280
719,3,3,128248
2443,1,2,169490
1891,1,2,297593
1379,4,3,453706
1772,3,3,117555
1984,1,2,375978
767,2,1,235348
1722,4,3,313217
1950,2,3,494423
1238,4,2,449957
1055,3,3,191469
916,4,3,121049
1976,2,2,128038
1050,5,1,165915
586,1,3,183335
616,1,3,154419
1031,2,1,167222
2299,5,1,276941
1666,1,1,208645
1409,1,3,353200
2396,2,3,275959
1192,5,3,386787
1372,1,1,458232
2380,1,2,235427
1476,4,2,372495
2011,3,3,254042
1971,2,3,227208
1340,5,1,192099
788,5,1,336872
1429,5,3,206196
1320,2,1,214321
1928,4,2,247222
644,1,3,422600
1728,3,1,198621
505,2,2,135076
1339,4,2,235750
2234,2,3,499395
1617,1,2,492615
1087,4,1,181982
1287,1,2,216592
1560,2,1,165724
2452,2,3,367832
762,1,2,221776
1827,5,1,113952
1490,2,1,274326
885,4,1,483948
2098,1,1,219597
682,2,3,345212
860,2,2,340996
1322,5,1,221139
1406,4,3,466832
979,1,1,373311
904,2,1,396637
1449,5,1,245115
2453,1,3,332132
1413,3,3,410184
2239,1,1,278605
1404,1,2,130880
952,2,3,294023
1171,2,2,309510
680,3,3,407190
1605,1,2,373592
2284,5,2,285588
1975,3,1,206031
703,2,1,141905
2238,1,3,145239
1010,1,3,459657
1612,4,3,212672
1863,2,3,427408
1196,1,3,143940
2097,2,1,106787
981,1,2,362245
1744,2,1,103793
547,3,3,454254
1842,2,2,396528
597,5,2,139244
1361,3,3,404535
2150,1,2,377105
1331,2,2,414439
1388,2,1,243523
834,3,2,174265
2095,4,1,441635
2312,2,1,221979
1620,3,3,361762
1863,2,1,428487
2458,2,3,118045
893,4,1,393475
1413,5,3,345688
2335,4,1,410998
1337,2,2,211108
1911,3,2,398876
1935,4,2,357054
1986,1,2,270254
1924,1,2,167476
2039,4,3,323727
1259,3,1,232741
1387,2,3,153142
1288,2,2,377563
584,2,1,491792
1209,3,2,123995
1948,3,2,416599
744,5,1,480529
2244,1,2,157358
1129,4,1,280767
1567,4,1,468172
1737,5,1,252279
1056,1,3,108390
976,3,2,344117
2101,5,3,444043
1087,1,3,110459
733,2,1,379113
1658,3,2,371981
1905,4,2,100754
2038,2,2,493483
1813,5,3,326716
820,2,1,351185
1965,2,1,293265
1806,1,2,420051
1205,2,3,476293
539,4,2,193493
1573,3,1,114475
874,3,3,168360
604,5,3,290546
1955,5,2,340646
618,3,1,497055
1919,4,2,305436
1655,5,3,463072
560,3,2,450322
1015,5,1,138245
2349,1,3,255019
1920,4,1,475043
1146,3,1,386965
1187,3,3,364135
1922,3,2,272118
905,3,1,486806
1475,2,1,128798
1410,4,2,139774
1535,3,3,449310
2257,2,3,222867
585,1,1,465361
1681,3,2,286660
1037,2,3,280520
1086,1,1,404491
1934,5,2,485838
2451,5,1,233165
727,4,2,332337
2295,3,2,126225
2449,5,2,132509
1974,2,2,480893
1722,3,3,410776
1590,1,3,142318
977,1,1,462198
2388,5,1,133003
1251,4,2,162137
1029,2,1,334910
1209,1,3,346293
2032,5,3,336464
1233,3,3,323019
1958,4,3,379324
1071,1,3,363873
806,3,2,203544
1458,3,3,297138
2062,3,3,256286
2365,1,1,398318
1684,5,3,343491
2058,3,1,273009
1294,1,3,197612
553,1,3,227829
620,3,3,318432
1414,5,3,357501
1158,4,3,246757
1064,5,2,104198
1360,4,3,191515
1641,1,1,184600
936,5,3,255888
968,3,3,211344
1561,3,1,375766
924,5,1,325636
1983,4,3,486226
1488,5,3,290337
1467,5,2,166560
1747,4,2,331573
1026,1,1,361900
507,2,1,282741
900,2,2,107645
1626,5,2,229497
805,1,3,249669
901,5,3,470219
936,3,2,148335
1532,5,2,216845
685,5,1,142330
902,2,2,108230
2276,5,3,436421
1766,1,2,126962
1202,4,3,491148
1134,3,1,197678
606,1,3,376791
1617,4,1,377888
583,1,2,108164
931,2,1,498831
1948,3,1,410409
1677,1,3,213668
1818,4,3,422327
1085,5,1,368368
2066,1,1,477110
811,3,2,478088
1393,3,2,114792
1560,5,2,109001
1986,2,1,410507
2220,3,1,101977
2264,4,2,445988
1362,4,3,179693
852,1,2,289197
925,4,2,493062
2486,3,2,231650
1882,3,3,399519
2063,4,1,476106
769,2,3,345791
764,2,2,200708
1486,2,1,376637
684,2,3,455407
561,1,3,304176
639,1,3,492482
1185,2,1,218963
1051,5,2,412756
1762,4,2,289786
1855,4,1,117357
2413,1,2,210333
1495,1,2,273352
2358,1,1,358943
1468,3,3,352271
702,1,1,122595
2409,2,2,419707
678,2,2,133451
751,1,2,375648
841,5,2,295096
883,1,2,484347
2362,1,1,124055
1871,5,3,410537
2288,3,2,241947
2273,2,1,128294
957,3,1,327595
2195,1,2,208393
2180,1,2,113342
2356,3,1,104308
580,5,3,388160
2416,1,1,276544
1488,2,2,242998
729,2,3,461061
1384,4,1,482668
1689,2,1,235546
1759,2,1,107754
1645,3,1,417932
650,2,1,243965
2388,5,1,298517
1164,2,2,166958
1280,4,3,142325
1214,1,2,164024
572,2,3,243981
1402,1,1,181866
1198,2,3,377578
1604,2,3,156089
695,3,1,370615
1285,1,3,407340
1240,2,3,116944
515,5,1,169547
765,3,1,495686
2335,2,2,260903
1613,2,1,330335
781,3,3,235125
805,5,2,309985
2193,2,3,125439
1649,2,3,132932
2229,5,1,484792
1476,5,3,391127
2220,4,1,195433
2076,3,3,342172
1874,5,1,271230
1149,4,1,102297
744,3,1,204388
2138,1,2,464817
1789,2,1,165042
1477,2,2,305589
2041,2,2,127506
1218,3,2,209488
792,4,1,180522
879,1,2,153057
515,2,3,323419
2224,5,2,180049
1051,2,3,362835
1342,1,3,234737
1963,2,2,259542
1846,1,2,269687
519,4,3,153732
2214,3,1,459131
688,5,1,395450
572,4,3,267265
724,4,1,327682
2083,2,3,478587
1177,3,3,393927
1264,5,3,231807
604,2,1,477400
931,4,1,236124
714,1,1,475261
2094,4,2,421541
710,3,3,200313
1966,3,2,370246
1910,2,1,257949
2046,1,3,166285
2367,3,2,369617
779,3,3,298902
2438,2,3,324150
1422,1,2,357971
1019,5,3,230719
1695,2,1,457757
640,4,2,370691
610,2,2,195881
2343,4,3,231073
2462,5,1,321467
1330,3,2,255790
1993,5,3,385525
1802,1,1,367098
2033,2,3,420657
950,3,3,250337
859,2,1,432852
983,3,3,424568
552,5,1,488794
2437,5,2,115021
1983,2,2,424048
1424,4,1,194325
1302,2,1,343100
1451,1,2,443773
572,2,1,266758
2305,4,2,455643
2198,2,1,437445
2239,1,2,466383
2164,5,1,270738
1692,1,2,182341
560,4,1,370685
957,2,3,282239
631,5,3,382054
1068,2,2,453061
1529,3,2,330214
1134,3,2,146094
1457,4,3,162704
1774,2,3,100383
1417,5,1,301684
1274,3,1,439175
1206,1,3,187328
682,3,3,226531
1491,3,2,100907
680,4,1,264394
1456,1,3,115908
1159,5,1,499959
1941,2,3,420631
654,3,3,188941
2244,1,3,115745
1019,4,2,186492
1897,2,3,447550
915,2,2,493345
1767,1,3,488457
2067,3,1,158911
2116,5,1,402024
1682,1,3,284076
2398,1,2,129367
2201,5,3,488421
1969,2,1,372178
1300,4,2,181881
2173,5,2,450283
756,4,2,153604
766,1,3,155413
930,4,2,467205
1534,3,1,355833
2422,3,3,328186
1764,2,3,480230
2267,1,1,143441
596,5,3,390816
1512,4,3,313125
931,1,2,293682
1085,1,2,359008
1836,2,3,343377
1686,4,1,215455
2260,3,1,318040
610,1,2,416311
1621,4,1,343535
1102,2,3,494076
2000,5,2,413683
1003,1,2,492783
1942,2,3,162241
1302,2,3,411575
1437,2,1,305145
737,4,1,456458
2110,5,1,304089
1316,4,1,422078
834,4,3,141721
1917,5,2,492899
1961,4,1,106268
1426,1,3,269298
2489,4,1,149620
602,4,1,282289
1713,3,2,109053
2375,4,1,183365
1629,5,1,210392
2110,1,2,227648
2318,2,2,462468
582,2,3,298413
1923,2,3,490865
871,2,3,389506
1679,1,3,359177
1181,4,2,122848
1137,3,1,132536
794,5,1,398625
1792,1,3,447182
1430,4,2,366441
1518,2,2,376420
1617,2,1,237592
1291,1,2,340948
661,5,2,469233
2209,4,2,123596
1263,4,3,432301
2367,4,3,142488
1886,5,3,187142
2433,2,2,358946
876,3,1,439650
930,3,1,402242
1255,5,1,227562
1414,1,2,432807
1980,5,1,370562
2002,5,3,188630
1318,1,3,344755
1911,1,3,184064
1642,1,3,499629
1699,5,1,334538
1309,3,3,144992
1653,2,2,460745
1578,4,1,159774
2379,4,1,187790
920,2,1,398692
1598,3,3,488787
2078,1,3,214092
1661,3,1,119625
660,2,3,211650
1977,4,3,438028
1490,2,2,297829
607,1,3,189583
1587,4,3,240561
1502,5,1,247773
856,3,1,245881
1208,3,2,462325
1517,4,2,422080
1809,2,3,433470
1554,5,2,375427
1150,2,1,383853
1626,3,3,483652
753,2,2,167458
1615,4,3,330954
2181,2,1,287060
896,2,1,246940
775,5,1,315319
1017,3,1,148353
2154,3,1,296717
2424,1,3,223835
2123,1,1,257382
1129,3,1,109154
2315,4,2,499646
1035,3,1,173400
700,2,1,241923
2254,1,2,214506
696,2,1,318955
1665,2,3,304720
551,1,1,393590
1745,3,1,127141
1023,3,1,136890
2258,1,2,326349
1058,3,2,348472
1831,3,1,317570
1832,3,3,414536
2223,3,1,230585
1207,4,2,288817
898,1,3,474873
1092,1,3,387230
2349,5,2,368534
674,2,2,223472
2326,3,2,351251
1149,1,2,106337
2459,4,3,187947
1504,1,2,376054
2316,4,1,397379
2172,3,2,233576
1177,1,2,430441
680,1,2,156141
2435,2,3,203296
1951,5,2,323808
706,3,1,130910
1382,5,3,178727
704,3,2,133732
2442,3,1,446606
1693,4,3,390149
1458,1,2,136343
1230,1,1,240171
711,1,2,434533
1021,2,1,268499
832,2,3,464134
593,3,1,309323
2334,4,3,147547
1550,1,2,489980
963,2,1,461801
1289,2,3,483636
2460,2,2,446284
1532,3,3,315391
597,2,1,355472
722,5,3,458336
2079,1,2,315394
1053,1,3,385597
1847,2,3,316714
2032,3,2,454841
1977,2,3,138063
2150,2,2,257156
1341,2,3,214998
1983,2,1,190555
839,3,2,399401
1767,3,2,479459
1182,3,3,151795
2266,3,1,129809
2418,5,3,355870
833,3,3,115447
2175,3,1,120010
1241,5,1,207768
1611,5,3,344392
1553,3,2,285529
2303,4,2,134316
1560,5,2,262051
2331,3,1,315518
2424,1,3,444694
1410,3,2,237944
985,1,3,122711
1194,4,1,258477
2261,2,1,442077
901,5,1,416349
1603,2,1,186158
982,4,3,395644
1911,4,3,209084
1518,2,2,289537
748,3,2,462142
1587,5,3,408103
1120,2,2,354215
2320,1,2,151344
1467,1,1,420200
2187,5,1,104406
1886,5,1,347777
2436,4,2,393127
2291,4,3,355217
1354,5,2,180424
2027,3,1,139087
1573,1,2,453136
1797,5,2,250320
984,5,2,325344
1874,2,2,427589
1069,1,1,311130
954,3,2,110405
2287,2,1,143607
1885,3,1,469383
1270,1,1,436619
1216,3,1,498279
1391,5,1,109402
2041,2,3,284797
1867,2,3,434426
1034,1,1,382892
668,3,2,399191
1567,2,2,451548
947,3,3,348076
1515,3,1,276219
2282,1,3,318924
726,4,1,308969
2365,1,1,280928
2309,1,3,286050
2403,5,3,233912
718,4,2,123815
1725,2,2,284687
1261,2,2,317908
1634,2,1,382472
1619,2,2,408673
1114,5,2,379702
1980,4,3,195495
2118,3,2,241581
2123,4,2,203691
1343,4,3,450398
2236,4,2,252475
2240,5,1,248321
1987,2,1,104446
1123,1,1,160971
1567,1,3,410618
2037,2,3,455801
2498,5,1,265832
1735,2,1,249688
2310,4,2,319484
2117,5,3,487372
695,1,3,404368
679,2,1,280518
2305,1,1,425080
933,4,1,296404
2491,5,1,310266
2089,5,2,102522
2421,1,3,159340
1126,2,1,174161
851,1,1,442128
1572,4,3,456056
1839,5,2,133222
1541,2,2,115973
1386,2,3,225301
710,3,1,289303
1000,2,2,492860
1530,3,2,438100
2227,3,1,106539
1745,3,3,354146
877,2,3,344645
2387,2,2,157824
1116,5,3,452992
2049,1,2,166493
921,3,1,164209
2478,4,2,355554
945,5,1,491635
2116,1,1,106130
581,5,3,183520
2476,1,2,397478
1791,1,2,132806
539,5,3,498499
2374,1,2,399747
1820,4,2,251124
658,4,2,463635
2084,1,1,157580
931,4,1,143335
2033,4,2,163857
1407,4,1,108515
1504,1,2,374664
1250,3,1,239321
1533,2,1,431913
1529,4,1,376805
1909,5,3,225867
2268,4,1,153218
1065,5,3,121100
798,4,1,374505
1377,3,2,360217
1429,1,2,437660
798,2,2,201552
1447,3,3,129468
2216,1,1,108853
1392,4,3,138081
1341,5,3,351486
2403,5,2,250540
1259,2,1,254739
1849,2,2,379484
1267,2,2,220066
592,2,1,146069
2129,4,3,338816
2316,5,3,125435
1981,2,1,304953
584,2,3,362730
896,4,2,193764
1090,2,3,351877
1771,3,1,193773
624,4,2,203252
1265,2,1,339262
799,4,1,354086
1561,3,3,311319
1781,3,2,474850
519,2,1,278407
1810,4,2,421356
906,2,2,146349
1590,3,2,411025
2286,2,1,258562
1794,4,1,152742
1416,3,2,434613
619,2,3,352812
2076,4,3,410829
1888,2,3,345969
1429,5,2,375242
1217,1,1,343071
2013,4,1,137171
1099,3,2,450133
1969,1,3,312260
1185,2,1,361961
729,4,2,363760
1795,4,1,119105
1369,1,3,208328
1726,2,3,190925
2147,1,3,136976
595,1,2,359993
1137,1,2,127975
880,1,1,147439
1585,3,3,352363
1826,3,2,235458
2382,4,3,419415
2085,1,2,249526
1685,1,3,408048
1842,3,1,293405
1319,4,2,253673
1407,4,3,455004
1552,1,2,498159
1396,5,1,110448
1130,3,1,116027
891,4,3,431909
1825,4,1,244900
1820,3,1,400910
1808,2,1,199694
2241,5,1,266642
1928,4,1,400858
855,5,1,107177
1051,5,2,490621
1107,1,3,213672
549,4,3,227068
1571,1,3,417252
1528,5,1,442368
659,4,2,127305
1681,3,3,418519
1302,3,1,472205
1144,2,3,315622
1578,4,2,121263
843,4,3,127932
1909,2,1,385551
2053,3,2,243341
1896,5,1,140070
1404,2,1,442488
581,5,1,244283
728,1,1,440731
1357,2,1,345220
1595,2,3,258365
2419,2,3,443962
1457,4,2,499140
1858,2,3,377974
697,2,1,179858
983,1,3,296562
2431,3,2,450170
926,5,3,206398
1126,1,3,104169
1615,5,1,143534
2187,3,3,241333
1438,4,3,146978
542,2,3,301809
2314,1,2,353783
672,5,3,313097
1579,5,2,227992
2028,1,3,489376
1746,2,2,138987
1999,3,3,223098
738,1,2,379355
1186,2,1,168439
1841,4,3,256870
552,1,1,135854
1122,1,2,329926
1354,3,3,122441
2239,5,2,104085
2347,1,3,155900
564,2,3,136343
558,4,3,326824
2408,5,1,295596
963,4,2,241746
2403,5,2,280233
789,5,1,316299
1215,1,1,254229
1576,2,2,304304
1684,4,2,286583
1752,5,3,168551
1030,2,3,474201
842,2,2,249983
1211,4,1,133627
1743,1,3,222992
2225,1,3,339897
1984,3,1,439568
854,1,2,240414
760,5,1,254673
1091,5,3,104508
1407,5,1,301722
1877,1,1,381607
1029,4,3,234366
742,4,3,436086
1083,2,2,261006
2082,1,3,236059
558,4,2,387780
1063,2,2,247004
797,3,3,313366
2276,3,3,392448
2146,2,2,497909
1222,3,2,441245
1714,2,3,442969
900,2,3,265284
2155,5,1,427171
1031,2,1,440118
1966,1,2,466472
1700,4,2,380909
1455,1,2,216362
1384,5,3,255047
1187,3,3,231948
1278,4,2,441891
1432,2,1,181661
2215,5,3,396006
671,1,3,411480
566,4,2,148981
1355,5,2,459391
2367,4,2,247935
1209,4,1,462828
2206,4,2,215584
577,1,3,490580
1017,2,1,269786
1674,5,1,435980
2359,3,1,141267
2275,4,3,243088
1322,4,1,428045
1210,1,2,207244
2107,3,2,327266
1467,1,3,383996
2278,3,1,472123
1675,2,2,402960
2004,2,3,390125
1269,3,1,293242
769,2,3,287915
735,2,2,372687
2280,1,2,124486
1687,2,3,301443
1829,3,1,395533
864,2,2,205312
1850,3,1,355224
2077,1,2,138960
1101,3,2,490471
2477,5,3,444322
2222,2,3,395259
762,1,1,125410
1236,1,2,186186
1712,5,1,274205
623,2,3,473329
743,3,3,473826
1123,3,1,481069
1419,2,2,463283
2201,4,3,472594
865,4,3,229747
929,2,3,286439
1244,5,1,347325
773,4,1,454451
1341,5,3,234542
721,5,2,308250
821,1,2,202987
1542,5,2,253272
1670,5,2,132525
2413,4,1,390496
1343,4,2,452119
1692,3,3,205726
691,1,2,233493
1519,5,3,368824
1694,2,2,282796
2113,5,2,239441
1077,1,1,111459
1014,5,2,315790
1181,3,3,434677
1231,2,1,302135
1953,5,2,226098
990,1,2,127566
907,3,3,331781
752,4,1,247377
563,2,1,494361
1068,5,2,421065
2485,1,2,269748
597,1,2,331504
1976,1,2,350081
2308,4,3,253786
1637,3,3,164587
1945,3,1,436421
1826,1,2,276200
991,5,3,444730
2198,2,3,153439
2182,2,2,309342
1127,1,2,273804
1213,2,1,214679
2095,2,1,476850
2352,5,2,212148
2217,5,3,240799
1559,5,3,454354
881,5,2,383392
1731,2,1,165547
1637,5,1,426340
1817,4,3,489642
1721,4,1,398203
861,2,3,300961
2124,3,3,365850
1266,5,3,251538
1985,5,2,108481
1164,1,3,233508
1267,3,2,311688
2220,2,3,298561
2212,4,1,397428
2044,4,3,291645
1327,5,2,427288
1357,2,3,191904
1744,5,2,168587
1674,2,2,333027
1590,5,2,431506
1613,5,3,493054
2014,2,1,268964
1751,4,2,308838
1428,1,3,479755
690,4,1,455169
1578,5,2,469520
1575,5,1,386893
1458,2,3,346275
2426,3,2,308432
1635,4,1,372067
885,5,1,100610
1003,3,1,423761
2427,2,3,134434
1824,4,1,353271
544,3,2,437133
1978,1,3,434340
1087,2,3,156213
2480,3,2,463892
1182,1,3,280175
711,5,2,128885
1533,2,1,417016
2437,2,1,404046
1717,1,3,252071
1461,2,1,282626
1695,1,1,372385
1276,5,3,448877
1450,5,2,270593
1547,4,1,402403
951,3,1,233383
1491,2,3,482880
2349,3,3,404165
1665,5,1,454021
1274,5,3,255814
677,1,2,254712
2299,5,3,116578
1407,3,1,493723
2147,5,1,115580
1609,1,1,314578
2493,3,3,460376
970,5,2,247511
682,4,3,271795
2373,5,3,248548
2364,4,1,176773
722,4,1,457941
2026,2,1,356190
621,3,1,129084
2194,2,1,214364
740,3,1,461931
716,4,2,456160
757,1,1,348667
1023,4,2,137438
2426,5,1,111520
2090,5,1,366401
969,5,3,117358
513,3,3,320514
1817,4,3,323290
2434,1,2,181479
1492,4,2,150102
513,2,1,370878
1580,5,2,424793
2060,1,3,332291
2117,1,2,492605
2303,1,1,210125
1435,4,2,280623
1246,3,3,298685
923,3,1,299115
1480,2,3,499605
549,3,1,341187
2343,5,2,227337
2138,4,3,406349
2421,1,1,315866
1224,3,3,139268
2296,5,2,351506
771,5,1,148655
544,4,3,298129
1014,4,2,176102
904,1,1,258910
1295,5,2,192319
1717,4,3,273119
1702,4,1,398884
2296,2,1,168690
2187,2,1,368531
2318,5,1,317655
1011,1,1,451110
828,3,1,190744
2123,3,3,246115
2082,3,3,414711
2227,2,1,133528
667,4,3,140655
2385,5,1,488300
2270,5,1,116900
875,3,3,191242
1046,4,1,295164
2427,4,2,477717
1350,5,3,316639
1634,1,3,123061
824,3,2,394342
1527,5,2,232434
1725,2,1,388675
2168,3,3,324670
569,1,2,152222
2400,1,1,321033
2105,4,1,244115
1176,1,3,406242
1336,2,3,350298
688,4,3,118992
2353,4,1,454897
786,2,3,334244
2268,5,2,483001
834,5,3,358316
1675,4,2,286604
1949,4,1,142696
2268,3,1,141066
2041,4,3,274476
1823,1,1,405661
2233,4,1,123497
1246,5,2,471796
1099,5,3,375067
1617,5,3,146280
577,5,1,208279
1364,5,3,479170
1920,3,2,262643
716,5,3,296225
1416,4,1,137515
2074,3,3,347472
1600,2,2,162069
1795,3,2,114103
2454,3,1,257038
915,2,2,271450
1524,2,1,342053
1474,1,1,281151
1075,1,2,471376
1666,4,1,168067
2183,3,2,213037
999,4,2,434457
2318,2,3,330826
1838,1,2,326758
1405,5,3,141276
2339,3,1,234759
532,4,3,130312
895,3,1,242043
2042,4,3,250178
2153,1,1,322613
1839,4,2,221630
1439,2,2,419881
1111,5,2,316113
1330,5,3,150811
1140,5,2,330279
572,1,2,387598
921,3,1,377110
2445,4,1,481196
1797,1,1,290736
2103,3,3,421413
1099,4,3,319219
1282,2,1,292498
1730,5,2,141720
1285,2,3,405303
1335,5,1,287556
822,5,3,312351
1858,3,1,295961
780,2,2,414879
2496,2,2,213931
1374,2,3,469197
1667,5,1,485898
2004,1,1,125190
975,5,2,211647
1022,1,2,287238
1652,4,1,188594
1890,3,1,496524
2261,5,3,400532
1389,5,2,365028
1287,2,3,411923
2182,5,2,189023
1498,4,1,430803
2157,3,1,346210
1943,5,2,228568
2322,4,1,404084
1019,1,1,469177
1128,4,3,294122
506,5,3,213407
2392,4,1,241328
1500,3,1,235626
1232,1,3,431171
1943,4,3,298232
2044,5,3,459599
821,2,2,413105
1143,2,3,295966
1275,4,3,185744
733,5,2,331171
2403,5,3,499003
2049,1,3,239964
1721,2,1,306728
1202,1,1,276608
1150,3,1,485384
1663,5,3,334229
1809,2,1,300803
1348,2,1,291982
2246,4,3,342250
1668,3,1,300747
1059,1,3,498772
607,5,3,205535
841,4,1,391899
2335,3,3,103172
2017,3,1,352874
2178,3,1,402537
1718,5,2,370807
1468,4,3,297138
1134,1,1,263257
2258,2,1,280967
502,4,1,146254
708,1,3,462601
1433,3,3,476270
2441,1,2,373200
2495,1,3,362276
1032,4,3,349374
2203,2,3,433245
2212,4,3,213477
528,5,2,144809
729,4,3,141608
2016,5,1,464921
640,2,3,276744
601,5,3,493954
1815,1,1,222257
1600,4,2,323181
819,1,3,344970
2452,3,1,293945
1781,1,1,169714
867,3,3,181436
1858,1,3,347603
1711,3,2,192850
1485,4,1,102879
1534,2,1,324394
1296,5,3,289143
545,3,2,245635
1206,1,2,176313
1890,3,1,142536
2462,2,1,299889
1053,2,1,467722
1108,2,3,170770
2433,1,2,282999
1916,5,1,472719
2316,5,1,479466
1998,2,2,124597
2287,2,1,388829
768,4,2,239526
1341,2,3,186174
783,4,3,373360
1586,2,1,122171
2037,3,2,270361
1029,1,1,453003
807,4,3,292386
2212,5,3,433215
1247,2,1,231277
1044,4,1,424612
2051,5,1,494307
1835,2,2,184980
1343,2,3,256350
757,3,2,240163
662,5,2,124609
1168,4,3,159734
1615,1,1,337918
2056,3,3,159739
652,3,2,189546
1372,5,2,205529
686,2,2,228710
1653,1,1,300231
2316,2,1,354644
1044,4,1,424446
841,4,3,315361
1420,1,2,338866
1649,5,3,139754
1803,3,1,236572
2236,4,2,466041
880,1,3,438965
2364,3,2,242832
1183,3,1,399242
1045,5,3,104639
1082,5,1,230939
1983,1,2,126451
965,1,1,152536
2310,4,2,217782
1267,2,1,381360
1395,5,3,100284
732,4,1,382789
1660,3,1,339744
1144,3,1,386123
749,4,2,406490
1147,4,2,138118
2402,2,1,237405
2015,2,2,118494
1015,4,1,104461
1844,3,1,232823
2141,1,2,137748
1622,1,3,223572
2182,5,3,417929
1435,4,3,280382
902,5,1,220205
1662,1,2,347828
1885,4,3,325141
1083,1,3,296841
1686,2,1,363785
1618,3,1,136306
1814,1,3,328233
1252,5,2,410737
2358,5,3,420344
2447,4,1,286950
2459,1,3,234928
1987,3,3,300404
556,5,2,207148
2125,1,2,310991
1809,4,1,188300
2256,3,2,334345
1908,5,3,400329
1444,1,1,383324
2482,4,1,233185
1784,3,2,254229
1626,3,3,489301
719,3,2,437142
689,1,3,321337
2342,5,1,118969
1190,4,3,160825
1687,2,3,228633
873,3,1,288213
1826,2,3,320504
944,2,2,329727
1844,4,2,276362
2187,3,3,447544
508,5,1,442547
1969,2,1,243284
1655,2,3,312661
766,5,3,431949
2498,3,1,458256
1494,4,3,224058
1422,5,1,103875
1580,5,3,260041
1767,3,3,352594
1560,4,2,440326
995,5,3,323339
1588,3,2,212100
646,1,2,499397
789,5,3,487633
648,4,2,226518
2315,3,3,298379
2132,3,1,491861
1055,3,1,372326
598,2,3,364317
1854,2,3,377452
1466,1,2,101341
2101,1,1,392336
1575,5,3,370795
2389,4,3,287682
819,2,1,357264
1459,2,3,407778
762,1,3,332687
1094,5,3,319870
1875,2,3,261833
1763,3,1,342217
2019,2,2,483609
1087,2,3,102555
1171,5,3,452712
1836,3,1,100364
2380,4,3,367815
897,5,1,116014
2108,5,1,423594
2076,1,2,366854
2273,4,1,205791
2155,2,1,392421
1049,5,3,220435
572,4,2,359526
1361,1,3,288177
2106,1,2,466617
1105,1,3,328213
1556,5,2,308577
783,3,1,204969
709,5,1,147409
2304,2,3,142004
2357,2,1,311386
1789,4,3,445262
830,4,1,414334
2199,2,3,457927
1956,1,1,341399
826,4,3,140364
2385,2,3,294622
591,3,3,417646
2317,1,1,323456
2129,4,2,372344
1281,5,1,362958
1569,1,3,422814
1992,5,3,223350
1037,2,2,210103
2104,1,3,238035
914,3,3,253226
681,1,2,252756
725,5,2,140368
1136,3,2,191238
1073,1,2,420267
2096,5,3,495461
1092,1,3,428303
877,4,1,262314
2360,1,3,372823
1370,5,1,320737
2417,2,2,242574
2262,5,1,193869
1843,2,3,238494
1583,2,3,442928
1317,4,3,470769
2373,1,2,461860
801,3,2,239235
2256,4,3,123008
1361,2,1,284296
656,3,3,369916
2104,5,1,372326
611,1,1,107673
2309,3,1,447521
1713,2,3,395531
2361,3,3,441099
985,1,3,470399
1132,5,3,494437
1567,5,1,310225
1743,2,1,120965
810,2,1,450659
2186,4,3,188564
1332,3,2,252924
2472,1,3,285383
2389,3,2,315348
1799,1,1,443062
767,2,3,270030
1239,1,1,375942
576,3,2,406554
642,5,2,194314
1829,4,3,417303
1505,3,1,391750
1006,5,3,101582
2129,1,2,400885
2325,1,2,405639
2204,3,3,205021
2025,5,1,255934
1669,2,1,435235
1029,2,2,101417
1379,5,1,159153
540,1,2,167280
918,4,1,220553
2133,2,3,218035
635,2,2,447958
1255,1,3,498572
1236,5,3,487579
1094,2,2,218212
1511,2,2,439337
1068,5,3,415765
1150,1,1,195300
806,3,1,109778
500,4,1,254714
833,2,1,297539
653,1,1,130183
891,1,1,485567
2140,3,2,204958
1480,1,1,266078
1359,1,1,108438
1088,5,1,320052
1835,5,2,397282
826,4,1,435836
861,3,2,105199
1582,4,3,463649
596,4,3,111466
2325,3,1,152455
2289,4,1,248486
1662,2,3,495915
769,1,1,278888
2098,5,2,261606
1511,4,3,458674
1272,4,2,459151
1214,4,3,279607
1516,4,3,218297
1363,4,2,453877
859,2,2,488620
993,4,3,317133
882,3,3,405875
1515,3,3,282545
